City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
129,Boa Vista,BR,2.8197,-60.6733,78.78,69,40,10.36,scattered clouds
130,Tierralta,CO,8.1736,-76.0592,73.96,94,53,4.16,broken clouds
131,Northam,GB,51.0333,-4.2167,46.62,96,100,10.2,overcast clouds
132,Port Hardy,CA,50.6996,-127.4199,41.76,93,100,12.66,overcast clouds
133,Corowa,AU,-36.0333,146.3833,74.57,26,0,21.92,clear sky
134,Llangefni,GB,53.2556,-4.3106,48.65,93,100,13.8,overcast clouds
135,Shelburne,CA,44.0787,-80.2041,23.9,95,100,12.91,overcast clouds
136,Ongandjera,NA,-17.8833,15.0667,68.65,52,21,6.91,few clouds
137,Cardoso,BR,-20.0819,-49.9142,70.48,95,98,5.12,overcast clouds
138,Arkhangelsk,RU,64.5401,40.5433,6.91,84,75,0.0,broken clouds
139,Kundiawa,PG,-6.0167,144.9667,70.0,78,99,1.97,overcast clouds
140,Kavieng,PG,-2.5744,150.7967,81.5,76,100,13.62,light rain
141,Oshawa,CA,43.9001,-78.8496,28.2,90,100,16.11,light snow
142,Maridi,SS,4.9158,29.4742,79.23,20,95,5.59,overcast clouds
143,Zhigansk,RU,66.7697,123.3711,-23.35,100,78,5.06,broken clouds
144,Bud,US,39.447,-86.1758,30.24,94,100,13.96,light snow
145,Coquimbo,CL,-29.9533,-71.3436,63.28,85,11,1.3,few clouds
146,Thunder Bay,CA,48.4001,-89.3168,-7.44,64,0,5.75,clear sky
147,Rawson,AR,-43.3002,-65.1023,68.85,42,53,9.82,broken clouds
148,Christchurch,NZ,-43.5333,172.6333,67.91,82,100,8.01,overcast clouds
149,Kattivakkam,IN,13.2167,80.3167,86.09,66,0,7.56,clear sky
150,Riberalta,BO,-10.9833,-66.1,70.63,96,79,2.37,broken clouds
151,Juegang,CN,32.3174,121.1855,48.97,53,74,10.45,broken clouds
152,Etchoropo,MX,26.7667,-109.6667,60.42,65,73,3.38,broken clouds
153,Fuzhou,CN,26.0614,119.3061,50.22,93,100,2.28,light rain
154,Corn Island,NI,12.1694,-83.0418,79.56,74,10,11.1,clear sky
155,Dingle,PH,10.9995,122.6711,83.55,71,75,14.23,broken clouds
156,Safaga,EG,26.7292,33.9365,64.56,40,4,10.04,clear sky
157,Namatanai,PG,-3.6667,152.4333,78.39,86,100,10.31,moderate rain
158,Slobodskoy,RU,58.7322,50.1772,9.05,99,100,3.87,light snow
159,Eyl,SO,7.9803,49.8164,79.09,58,17,21.61,few clouds
160,Kantang,TH,7.4054,99.5156,89.6,54,39,7.47,scattered clouds
161,Severo-Kurilsk,RU,50.6789,156.125,30.42,80,100,11.52,overcast clouds
162,Hobyo,SO,5.3505,48.5268,79.66,66,100,19.6,overcast clouds
163,Ola,RU,59.5833,151.2833,9.52,75,100,11.74,overcast clouds
164,Beloha,MG,-25.1667,45.05,83.93,40,0,11.54,clear sky
165,Amapa,BR,1.0,-52.0,70.74,99,100,1.16,overcast clouds
166,Guayaramerin,BO,-10.8368,-65.3614,70.3,98,61,2.35,broken clouds
167,Saint George,US,37.1041,-113.5841,35.64,27,0,3.0,clear sky
168,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,79,61,8.75,broken clouds
169,Chernyshevskiy,RU,63.0128,112.4714,-6.3,93,94,2.53,overcast clouds
170,Georgetown,MY,5.4112,100.3354,89.89,66,20,1.01,few clouds
171,Maryville,US,35.7565,-83.9705,51.08,94,90,3.0,light rain
172,Wajima,JP,37.4,136.9,37.56,74,93,16.84,overcast clouds
173,Lorengau,PG,-2.0226,147.2712,79.21,82,100,8.37,light rain
174,Aqtobe,KZ,50.2797,57.2072,17.69,79,100,11.18,overcast clouds
175,Huambo,AO,-12.7761,15.7392,62.56,80,66,3.24,broken clouds
176,Shelton,US,41.3165,-73.0932,40.64,87,100,1.99,mist
177,Trairi,BR,-3.2778,-39.2689,74.93,92,100,5.73,overcast clouds
178,Talara,PE,-4.5772,-81.2719,72.75,73,76,12.53,broken clouds
179,Vao,NC,-22.6667,167.4833,80.11,73,66,7.23,broken clouds
180,Balkanabat,TM,39.5108,54.3671,55.94,27,33,7.94,scattered clouds
181,Xai-Xai,MZ,-25.0519,33.6442,83.03,61,17,6.29,few clouds
182,Mackenzie,CA,55.2999,-123.1698,5.95,97,100,1.45,light snow
183,Kalmunai,LK,7.4167,81.8167,81.75,61,55,5.39,broken clouds
184,Barrow,US,71.2906,-156.7887,-23.78,76,0,6.91,clear sky
185,Huanren,CN,41.2647,125.3667,19.99,43,4,6.29,clear sky
186,Mount Isa,AU,-20.7333,139.5,85.77,62,75,18.41,broken clouds
187,Yerbogachen,RU,61.2767,108.0108,4.39,92,100,7.16,overcast clouds
188,Belfast,GB,54.5833,-5.9333,48.02,87,100,12.66,overcast clouds
189,Srednekolymsk,RU,67.45,153.6833,-29.69,99,80,0.89,broken clouds
190,El Alto,PE,-4.2714,-81.2147,72.12,66,72,15.35,broken clouds
191,Pangnirtung,CA,66.1451,-65.7125,6.66,95,100,5.26,light snow
192,Talnakh,RU,69.4865,88.3972,-9.0,98,100,6.85,overcast clouds
193,Naifaru,MV,5.4444,73.3657,81.72,70,20,7.99,few clouds
194,Secunda,ZA,-26.55,29.1667,74.3,81,1,4.0,clear sky
195,Talcahuano,CL,-36.7167,-73.1167,56.84,93,59,2.82,broken clouds
196,Amahai,ID,-3.3333,128.9167,84.09,69,100,5.32,overcast clouds
197,Vila,PT,42.0304,-8.1588,41.88,75,100,3.74,overcast clouds
198,Bandarbeyla,SO,9.4942,50.8122,78.66,58,19,19.86,few clouds
199,Faanui,PF,-16.4833,-151.75,81.23,77,10,19.71,clear sky
200,Port Augusta,AU,-32.5,137.7667,85.71,36,0,19.64,clear sky
201,Mar Del Plata,AR,-38.0023,-57.5575,71.1,82,100,11.99,moderate rain
202,Likasi,CD,-10.9814,26.7333,63.59,97,100,1.7,light rain
203,Mandalgovi,MN,45.7625,106.2708,10.62,59,0,14.16,clear sky
204,Pavlivka,UA,49.4414,28.4596,26.89,91,98,14.29,overcast clouds
205,Kirakira,SB,-10.4544,161.9205,80.22,87,99,10.51,moderate rain
206,Komsomolets,KZ,53.7453,62.0708,18.1,89,76,10.65,broken clouds
207,Denpasar,ID,-8.65,115.2167,87.46,70,20,8.05,few clouds
208,Erenhot,CN,43.6475,111.9767,7.18,69,6,6.98,clear sky
209,Querfurt,DE,51.3833,11.6,40.62,91,100,7.56,light rain
210,Ambon,ID,-3.6954,128.1814,89.74,58,40,3.44,scattered clouds
211,Victoria,HK,22.2855,114.1577,60.24,80,100,1.99,overcast clouds
212,Abu Dhabi,AE,24.4667,54.3667,69.82,68,0,5.75,clear sky
213,Atambua,ID,-9.1061,124.8925,78.78,79,83,9.31,broken clouds
214,Bengkulu,ID,-3.8004,102.2655,85.82,62,77,7.83,broken clouds
215,Virginia Beach,US,36.8529,-75.978,42.12,95,75,3.44,mist
216,Afsin,TR,38.2477,36.914,29.57,95,98,1.77,overcast clouds
217,Nouakchott,MR,18.0858,-15.9785,66.13,32,0,11.27,clear sky
218,La Cruz,MX,23.9167,-106.9,63.1,59,100,3.78,overcast clouds
219,Itoman,JP,26.1247,127.6694,64.78,100,75,14.97,light intensity shower rain
220,Broken Hill,AU,-31.95,141.4333,78.19,23,0,22.39,clear sky
221,Kargopol,RU,61.5071,38.9456,7.99,99,100,2.66,overcast clouds
222,Storforshei,NO,66.4043,14.5233,17.38,53,0,11.5,clear sky
223,Jumla,NP,29.2747,82.1838,40.33,83,92,7.2,light rain
224,Nichinan,JP,31.6,131.3667,44.76,84,100,5.1,light rain
225,Castries,LC,13.9957,-61.0061,77.07,80,9,12.37,light rain
226,Willmar,US,45.1219,-95.0433,-7.91,70,0,4.61,clear sky
227,Kodiak,US,57.79,-152.4072,38.71,87,100,10.36,moderate rain
228,Hasaki,JP,35.7333,140.8333,52.2,37,85,4.74,overcast clouds
229,Airai,TL,-8.9266,125.4092,72.64,63,84,5.55,broken clouds
230,Angoche,MZ,-16.2325,39.9086,80.22,76,69,4.61,broken clouds
231,Ganzhou,CN,28.8184,115.4327,40.71,83,98,3.42,overcast clouds
232,Upernavik,GL,72.7868,-56.1549,-8.25,65,100,8.1,overcast clouds
233,Cascais,PT,38.6979,-9.4215,54.52,74,100,1.01,overcast clouds
234,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.34,96,100,7.02,overcast clouds
235,Chadan,RU,51.2833,91.5833,-8.14,90,72,2.42,broken clouds
236,Broome,US,42.2506,-75.833,40.46,74,100,1.99,light rain
237,Mkushi,ZM,-13.6202,29.3939,67.96,90,43,6.17,scattered clouds
238,Nanortalik,GL,60.1432,-45.2371,23.54,92,100,10.25,snow
239,Cherskiy,RU,68.75,161.3,-20.52,88,63,1.28,broken clouds
240,Aykhal,RU,66.0,111.5,-15.99,99,13,3.49,few clouds
241,Trelew,AR,-43.249,-65.3051,69.75,36,49,9.48,scattered clouds
242,Hellin,ES,38.5106,-1.701,46.15,59,66,2.57,broken clouds
243,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.38,99,97,0.81,light rain
244,Homestead,US,25.4687,-80.4776,72.01,82,20,5.99,few clouds
245,Hopkinsville,US,36.8656,-87.4886,35.55,96,100,3.0,overcast clouds
246,Kidal,ML,18.4411,1.4078,60.17,14,47,14.09,scattered clouds
247,Hearst,CA,49.6835,-83.6665,-13.79,97,97,5.28,overcast clouds
248,Khani,GE,41.9563,42.9566,42.37,75,81,9.64,broken clouds
249,Urucui,BR,-7.2294,-44.5561,75.94,74,83,0.38,broken clouds
250,Hovd,MN,48.0056,91.6419,0.28,92,92,3.69,overcast clouds
251,Sechura,PE,-5.5569,-80.8222,71.8,74,65,12.97,broken clouds
252,Adrar,MR,20.5022,-10.0711,60.06,18,0,10.98,clear sky
253,Borba,BR,-4.3878,-59.5939,73.35,98,100,0.96,overcast clouds
254,La Asuncion,VE,11.0333,-63.8628,76.82,85,3,15.99,clear sky
255,Fortuna,US,40.5982,-124.1573,48.92,87,100,1.99,overcast clouds
256,Taltal,CL,-25.4,-70.4833,65.73,79,0,0.63,clear sky
257,Manicaragua,CU,22.1494,-79.9736,69.13,96,8,5.14,clear sky
258,Cairns,AU,-16.9167,145.7667,89.29,76,100,3.44,overcast clouds
259,Saint-Augustin,CA,51.226,-58.6502,28.98,95,100,18.3,light snow
260,Mayumba,GA,-3.432,10.6554,75.0,92,100,0.78,moderate rain
261,Bodden Town,KY,19.2833,-81.25,75.99,84,1,3.0,clear sky
262,Yar-Sale,RU,66.8333,70.8333,5.59,96,100,7.23,overcast clouds
263,Cienfuegos,CU,22.1461,-80.4356,70.61,86,0,8.08,clear sky
264,Zyryanka,RU,65.75,150.85,-20.67,94,65,8.66,broken clouds
265,Noumea,NC,-22.2763,166.4572,89.58,62,4,5.21,clear sky
266,Port Hedland,AU,-20.3167,118.5667,91.45,29,100,14.97,light rain
267,San Roque,ES,36.2107,-5.3842,49.03,81,0,4.61,clear sky
268,Gigmoto,PH,13.7796,124.39,80.19,77,69,13.38,broken clouds
269,Tessalit,ML,20.1986,1.0114,57.04,15,17,9.98,few clouds
270,Shahr-E Kord,IR,32.3256,50.8644,32.65,43,7,3.8,clear sky
271,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,70,0,3.0,clear sky
272,Gat,IL,31.61,34.7642,60.4,100,0,7.76,clear sky
273,Ilulissat,GL,69.2167,-51.1,-6.95,66,100,10.36,overcast clouds
274,Morondava,MG,-20.2833,44.2833,82.35,73,98,0.98,overcast clouds
275,Mormugao,IN,15.4,73.8,77.04,66,4,5.48,clear sky
276,Vilhena,BR,-12.7406,-60.1458,68.38,98,100,2.59,overcast clouds
277,Makakilo City,US,21.3469,-158.0858,73.72,69,75,5.75,broken clouds
278,Baykit,RU,61.67,96.37,13.95,94,100,3.71,light snow
279,Mugla,TR,37.2303,28.3557,41.67,98,100,4.72,light rain
280,High Rock,BS,26.6208,-78.2833,62.62,69,15,16.84,few clouds
281,Kaka,TM,37.3482,59.6143,53.22,28,1,8.41,clear sky
282,Kotelnikovo,RU,47.6317,43.1461,35.1,91,100,12.08,snow
283,Mercedes,AR,-34.6515,-59.4307,70.86,91,100,6.31,overcast clouds
284,Tayu,ID,-6.5397,111.0518,88.14,63,43,10.87,scattered clouds
285,Cidreira,BR,-30.1811,-50.2056,75.22,90,13,18.43,few clouds
286,Misratah,LY,32.3754,15.0925,58.33,69,31,20.29,scattered clouds
287,High Level,CA,58.5169,-117.136,-23.51,99,88,4.59,overcast clouds
288,Progreso,MX,21.2833,-89.6667,75.31,80,0,14.32,clear sky
289,Altagracia De Orituco,VE,9.8601,-66.3814,70.21,91,29,4.56,scattered clouds
290,Nemuro,JP,43.3236,145.575,26.65,68,30,3.04,scattered clouds
291,Tabou,CI,4.423,-7.3528,76.75,84,40,2.93,light rain
292,Norman Wells,CA,65.282,-126.8329,-30.98,100,91,4.29,overcast clouds
293,Tonj,SS,7.2737,28.6822,80.8,19,39,6.26,scattered clouds
294,Tomatlan,MX,19.9333,-105.25,59.61,89,0,3.49,clear sky
295,Mahebourg,MU,-20.4081,57.7,78.26,92,100,28.83,moderate rain
296,Padang,ID,-0.9492,100.3543,86.05,75,75,5.66,broken clouds
297,Nileshwar,IN,12.25,75.1,81.68,64,0,6.64,clear sky
298,Sakaiminato,JP,35.55,133.2333,43.43,51,93,15.68,overcast clouds
299,Zabaykalsk,RU,49.6333,117.3167,-3.89,82,18,7.16,few clouds
300,Nhamunda,BR,-2.1861,-56.7131,72.36,91,90,2.28,overcast clouds
301,Kropotkin,RU,45.4375,40.5756,36.32,87,100,4.52,light rain
302,Ribeira Grande,PT,38.5167,-28.7,58.46,71,17,5.75,few clouds
303,Bria,CF,6.5423,21.9863,74.57,22,83,6.06,broken clouds
304,Mpophomeni,ZA,-29.5682,30.1862,69.3,52,5,2.82,clear sky
305,Avera,US,33.194,-82.5271,58.87,98,100,6.26,overcast clouds
306,Talca,CL,-35.4333,-71.6667,54.93,89,3,2.68,clear sky
307,Aklavik,CA,68.2191,-135.0107,-30.28,97,100,4.59,overcast clouds
308,Kenai,US,60.5544,-151.2583,21.15,84,20,8.05,few clouds
309,Anzio,IT,41.4853,12.6179,47.1,66,1,8.03,clear sky
310,Kempele,FI,64.9131,25.5034,-9.38,84,0,1.14,clear sky
311,Camacha,PT,33.0833,-16.3333,62.53,88,40,13.8,scattered clouds
312,Teya,RU,60.3778,92.6267,16.57,89,100,7.87,overcast clouds
313,Clyde River,CA,70.4692,-68.5914,-14.57,76,100,18.41,light snow
314,Hithadhoo,MV,-0.6,73.0833,81.86,70,10,3.69,clear sky
315,Millinocket,US,45.6573,-68.7098,40.41,93,100,0.0,mist
316,Rudbar,AF,30.15,62.6,53.73,28,0,14.88,clear sky
317,Gushikawa,JP,26.3544,127.8686,63.99,94,75,16.11,mist
318,Oarai,JP,36.3167,140.6,54.46,30,18,6.15,few clouds
319,Iqaluit,CA,63.7506,-68.5145,7.7,92,100,5.01,light snow
320,Hervey Bay,AU,-25.2986,152.8535,85.03,78,99,8.99,overcast clouds
321,San-Pedro,CI,4.7485,-6.6363,73.87,92,47,5.08,light rain
322,Sefton,NZ,-43.25,172.6667,67.96,87,100,5.01,overcast clouds
323,Mackay,AU,-21.15,149.2,84.69,78,100,14.23,light rain
324,Rio Rancho,US,35.2334,-106.6645,22.75,85,100,4.0,overcast clouds
325,Ifakara,TZ,-8.1333,36.6833,74.88,91,100,0.98,overcast clouds
326,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.09,92,42,2.17,light rain
327,Kupang,ID,-10.1667,123.5833,81.61,83,31,14.12,light rain
328,Pemangkat,ID,1.1667,108.9667,82.87,75,55,11.36,broken clouds
329,Lewistown,US,40.5992,-77.5714,40.8,100,90,0.0,light rain
330,Ponta Do Sol,PT,32.6667,-17.1,67.71,66,98,11.14,overcast clouds
331,Charleston,US,32.7766,-79.9309,59.22,96,100,1.99,mist
332,Pindiga,NG,9.9833,10.9333,61.09,23,25,7.74,scattered clouds
333,Shiyan,CN,32.6475,110.7781,46.11,34,100,5.08,overcast clouds
334,Benalla,AU,-36.55,145.9833,74.14,33,0,20.54,clear sky
335,Benguela,AO,-12.5763,13.4055,73.78,77,42,0.56,scattered clouds
336,Muli,MV,2.9167,73.5667,82.26,71,12,10.42,few clouds
337,Raska,RS,43.2872,20.6153,36.91,98,94,4.72,overcast clouds
338,Chaoyang,CN,41.5703,120.4586,21.97,47,3,12.5,clear sky
339,Mozirje,SI,46.3394,14.9633,30.78,83,30,2.44,scattered clouds
340,Brigantine,US,39.4101,-74.3646,42.01,99,100,0.0,fog
341,Taoudenni,ML,22.6783,-3.9836,58.35,33,92,11.05,overcast clouds
342,Kouroussa,GN,10.65,-9.8833,64.15,13,4,4.25,clear sky
343,Port Pirie,AU,-33.1833,138.0167,73.49,31,0,18.59,clear sky
344,Waddan,LY,29.1614,16.139,50.95,50,75,17.34,broken clouds
345,Winnemucca,US,40.973,-117.7357,27.1,54,40,8.05,scattered clouds
346,Rosario,AR,-32.9468,-60.6393,71.94,92,100,9.22,moderate rain
347,Rundu,NA,-17.9333,19.7667,70.05,70,34,2.01,scattered clouds
348,La Ronge,CA,55.1001,-105.2842,-24.52,94,13,5.64,few clouds
349,Manali,IN,13.1667,80.2667,86.09,66,0,7.52,clear sky
